person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist,gpa9,gpa10
15329,1,4,4,4,4,4,1,1,4,4,NA,4,4,4,4,4,2.875,4
15331,0,4,4,1,0,4,0,1,1,4,0,NA,4,4,4,4,1.75,3
15335,NA,4,NA,4,1,4,4,4,1,NA,4,0,4,4,4,1,3.5,2.5714285714285716
15336,0,NA,NA,1,4,NA,NA,4,NA,NA,4,0,4,0,4,1,2.25,2.1666666666666665
15340,NA,1,1,4,4,4,NA,1,NA,4,0,4,1,4,1,0,2.5,2
15341,1,4,4,NA,NA,4,NA,1,4,4,1,4,0,1,NA,1,2.8,2.142857142857143
15342,4,NA,4,NA,4,0,NA,4,4,1,NA,NA,1,4,NA,4,3.2,2.8
15344,1,0,NA,4,1,1,1,1,4,1,4,1,NA,4,1,4,1.2857142857142858,2.7142857142857144
15345,NA,1,0,1,1,1,0,4,4,1,4,1,1,4,4,1,1.1428571428571428,2.5
15346,4,4,4,4,1,4,4,4,4,1,NA,1,4,4,1,4,3.625,2.7142857142857144
15347,1,NA,4,1,1,4,1,1,4,4,1,NA,4,4,0,1,1.8571428571428572,2.5714285714285716
15349,4,1,1,4,4,1,NA,4,4,NA,4,4,1,4,4,4,2.7142857142857144,3.5714285714285716
15350,0,0,4,4,4,NA,1,1,1,2,4,1,NA,NA,4,4,2,2.6666666666666665
15353,4,1,4,4,4,4,4,4,4,NA,4,4,4,1,1,1,3.625,2.7142857142857144
15355,1,4,4,4,4,4,4,0,4,4,4,4,NA,0,4,4,3.125,3.4285714285714284
15356,1,4,4,1,4,NA,4,NA,0,0,1,1,1,4,NA,NA,3,1.1666666666666667
15357,4,4,4,4,1,1,1,4,NA,4,4,1,4,4,1,4,2.875,3.142857142857143
15360,4,4,1,4,4,NA,4,4,1,4,1,4,4,4,4,4,3.5714285714285716,3.25
15362,4,4,4,4,4,1,4,4,4,NA,4,NA,1,4,4,NA,3.625,3.4
15363,4,1,NA,1,4,1,1,4,NA,1,4,4,4,4,1,2,2.2857142857142856,2.857142857142857
15365,NA,4,1,1,0,4,4,0,4,NA,4,4,4,NA,0,NA,2,3.2
15366,NA,NA,1,NA,4,4,NA,4,1,4,1,4,1,1,NA,1,3.25,1.8571428571428572
15368,NA,NA,1,1,4,4,4,1,1,4,4,4,4,NA,1,NA,2.5,3
15370,NA,NA,4,4,4,NA,4,4,4,4,4,1,1,1,NA,1,4,2.2857142857142856
15371,4,NA,4,NA,1,4,NA,NA,4,1,4,4,4,4,4,4,3.25,3.625
15374,NA,1,4,4,NA,0,4,1,4,4,0,4,1,1,4,4,2.3333333333333335,2.75
15375,0,4,1,4,4,1,NA,4,NA,NA,NA,4,4,4,1,NA,2.5714285714285716,3.25
15376,NA,NA,1,4,4,NA,2,1,4,1,4,0,1,NA,NA,1,2.4,1.8333333333333333
15377,NA,4,1,1,NA,0,4,4,4,4,NA,4,NA,1,1,NA,2.3333333333333335,2.8
15378,NA,4,4,NA,4,1,4,NA,1,1,1,4,1,NA,4,4,3.4,2.2857142857142856
15380,4,4,4,4,NA,1,NA,4,4,NA,1,NA,1,1,0,4,3.5,1.8333333333333333
15381,1,4,4,4,4,4,0,4,4,1,4,NA,1,1,0,4,3.125,2.142857142857143
15383,4,4,NA,4,1,4,4,4,4,4,1,4,NA,1,NA,NA,3.5714285714285716,2.8
15384,4,1,4,NA,1,1,4,4,0,4,NA,NA,4,0,1,0,2.7142857142857144,1.5
15386,1,4,1,4,NA,4,1,1,NA,NA,1,NA,4,4,NA,1,2.2857142857142856,2.5
15388,NA,1,4,0,4,4,0,4,4,1,1,NA,4,1,4,4,2.4285714285714284,2.7142857142857144
15389,1,NA,4,1,4,4,4,1,4,4,4,4,1,1,NA,4,2.7142857142857144,3.142857142857143
15390,4,1,1,1,1,4,1,4,4,4,4,1,4,NA,1,4,2.125,3.142857142857143
15391,4,4,4,4,0,4,NA,0,0,0,1,NA,NA,NA,1,4,2.857142857142857,1.2
15392,4,2,4,4,4,4,4,4,4,4,1,NA,1,NA,NA,0,3.75,2
15393,4,1,4,4,4,NA,NA,4,1,NA,4,4,2,0,1,4,3.5,2.2857142857142856
15394,4,1,1,1,1,NA,NA,NA,4,1,4,4,4,4,NA,4,1.6,3.5714285714285716
15395,4,4,NA,4,4,4,4,NA,4,1,4,1,4,1,4,4,4,2.875
15396,0,4,1,1,4,1,4,2,NA,0,4,1,4,2,0,NA,2.125,1.8333333333333333
15404,1,4,NA,NA,1,1,4,4,1,4,NA,4,4,NA,1,NA,2.5,2.8
15405,4,NA,4,4,4,NA,4,4,NA,4,4,4,4,1,4,4,4,3.5714285714285716
15406,1,NA,4,NA,4,1,4,4,1,1,NA,4,4,NA,0,4,3,2.3333333333333335
15409,4,NA,NA,4,1,4,NA,4,4,4,4,4,1,4,1,4,3.4,3.25
15410,4,4,NA,NA,NA,4,0,NA,NA,1,4,4,1,1,4,4,3,2.7142857142857144
15412,4,NA,4,1,4,2,NA,NA,0,1,4,1,4,1,4,4,3,2.375
15413,NA,4,1,2,4,4,NA,4,4,1,NA,1,4,NA,4,4,3.1666666666666665,3
15414,NA,4,4,1,4,4,4,4,4,1,1,NA,4,4,NA,0,3.5714285714285716,2.3333333333333335
15415,0,4,1,1,4,4,1,NA,NA,4,1,NA,NA,NA,4,1,2.142857142857143,2.5
15417,4,0,NA,NA,1,1,NA,1,NA,4,4,1,4,1,NA,NA,1.4,2.8
15419,4,4,4,NA,4,1,NA,4,1,NA,1,1,1,4,4,NA,3.5,2
15422,4,NA,4,1,1,1,NA,4,4,1,4,1,4,4,4,1,2.5,2.875
15424,1,NA,4,0,4,NA,1,NA,1,0,4,1,4,NA,NA,NA,2,2
15425,4,4,4,4,1,1,0,4,0,0,NA,1,4,4,1,NA,2.75,1.6666666666666667
15426,1,1,1,4,4,0,NA,4,0,4,0,4,2,1,4,4,2.142857142857143,2.375
15429,NA,4,4,4,0,4,4,1,1,NA,4,4,1,4,4,4,3,3.142857142857143
15430,NA,NA,NA,4,4,1,NA,4,4,1,4,4,NA,NA,1,NA,3.25,2.8
15431,1,4,1,1,4,4,4,NA,0,0,4,4,1,4,4,NA,2.7142857142857144,2.4285714285714284
15433,4,1,4,4,4,1,4,4,4,1,4,NA,4,NA,1,0,3.25,2.3333333333333335
15434,NA,1,4,4,4,4,NA,4,NA,1,NA,NA,4,1,NA,4,3.5,2.5
15435,1,4,0,4,4,0,NA,NA,0,4,1,NA,1,1,NA,1,2.1666666666666665,1.3333333333333333
15436,2,1,NA,NA,4,4,0,4,NA,NA,1,4,1,NA,4,1,2.5,2.2
15437,NA,1,4,1,NA,1,1,4,1,1,NA,NA,1,4,4,NA,2,2.2
15439,1,4,4,4,1,1,NA,NA,1,4,4,4,4,4,4,4,2.5,3.625
15441,4,0,NA,NA,1,1,4,4,4,4,4,4,NA,4,1,NA,2.3333333333333335,3.5
15442,1,0,4,4,4,4,4,0,1,1,1,NA,1,NA,0,0,2.625,0.6666666666666666
15446,NA,4,0,4,4,4,1,1,4,4,1,1,4,4,4,1,2.5714285714285716,2.875
15448,4,NA,1,2,1,4,0,0,NA,4,NA,4,0,4,0,4,1.7142857142857142,2.6666666666666665
15449,1,4,NA,4,1,4,0,1,4,4,1,4,NA,4,4,4,2.142857142857143,3.5714285714285716
15450,NA,4,4,4,NA,4,NA,4,1,1,4,4,4,0,1,NA,4,2.142857142857143
15452,1,NA,NA,4,0,1,NA,0,1,4,NA,1,4,1,1,1,1.2,1.8571428571428572
15453,1,NA,0,4,1,4,1,0,NA,4,1,4,4,4,NA,NA,1.5714285714285714,3.4
15454,1,4,NA,1,4,4,4,1,4,4,4,1,NA,4,4,4,2.7142857142857144,3.5714285714285716
15455,1,4,4,1,NA,2,4,NA,2,4,NA,4,NA,1,4,0,2.6666666666666665,2.5
15457,NA,1,1,4,1,4,4,NA,NA,1,NA,0,4,NA,NA,1,2.5,1.5
15458,1,1,4,1,1,4,4,1,4,1,4,4,1,NA,1,4,2.125,2.7142857142857144
15461,4,4,4,4,1,1,4,1,4,0,1,4,1,NA,4,1,2.875,2.142857142857143
15462,4,4,NA,4,NA,NA,4,NA,NA,NA,1,1,1,NA,1,NA,4,1
15464,4,NA,2,NA,1,4,4,4,4,1,NA,4,4,4,4,4,3.1666666666666665,3.5714285714285716
15465,4,4,4,4,4,NA,4,4,4,NA,4,4,1,1,1,4,4,2.7142857142857144
15466,1,NA,1,4,NA,4,1,4,0,NA,NA,1,0,NA,4,4,2.5,1.8
15467,1,NA,1,1,0,1,4,NA,4,2,1,1,1,NA,1,NA,1.3333333333333333,1.6666666666666667
15468,4,NA,4,4,NA,4,1,NA,NA,NA,1,4,4,1,4,NA,3.4,2.8
15469,4,1,NA,0,1,4,4,1,4,4,4,4,4,1,1,4,2.142857142857143,3.25
15470,0,NA,1,4,4,NA,0,4,4,1,NA,NA,4,4,NA,4,2.1666666666666665,3.4
15471,4,4,NA,1,4,0,4,4,4,4,NA,NA,1,4,1,4,3,3
15472,4,1,1,4,1,4,4,NA,4,4,4,4,4,4,1,NA,2.7142857142857144,3.5714285714285716
15474,1,4,4,1,1,1,NA,4,4,4,4,1,0,4,4,4,2.2857142857142856,3.125
15475,4,4,4,4,4,1,1,2,4,NA,4,4,4,NA,0,1,3,2.8333333333333335
15476,NA,1,4,4,1,1,4,1,0,1,NA,1,NA,1,1,1,2.2857142857142856,0.8333333333333334
15477,4,1,4,0,NA,1,4,2,1,4,4,4,1,NA,1,4,2.2857142857142856,2.7142857142857144
15479,4,4,1,4,0,4,NA,2,4,NA,NA,NA,4,4,NA,4,2.7142857142857144,4
15480,4,NA,NA,4,1,4,4,NA,4,4,4,1,4,0,NA,0,3.4,2.4285714285714284
15483,0,4,1,4,1,1,1,1,4,1,4,1,4,4,4,4,1.625,3.25
15486,1,NA,NA,4,4,0,4,1,1,4,4,4,1,1,NA,4,2.3333333333333335,2.7142857142857144
15489,NA,1,NA,NA,4,4,1,1,1,0,4,4,1,4,4,4,2.2,2.75
15491,4,4,NA,1,1,4,NA,1,NA,NA,4,1,4,NA,4,NA,2.5,3.25
15493,NA,4,NA,1,4,1,4,4,1,4,4,4,4,4,4,NA,3,3.5714285714285716
15494,4,1,NA,NA,0,NA,4,4,4,1,1,1,4,4,4,4,2.6,2.875
15497,1,0,4,1,NA,1,NA,1,4,NA,4,1,NA,NA,NA,4,1.3333333333333333,3.25
15499,NA,1,1,NA,NA,1,4,1,4,4,0,NA,NA,4,1,NA,1.6,2.6
15500,4,4,NA,NA,NA,NA,0,0,4,4,4,4,4,1,4,1,2,3.25
15502,1,1,4,4,NA,4,1,1,4,1,NA,0,1,4,NA,4,2.2857142857142856,2.3333333333333335
15505,NA,4,4,1,1,4,1,NA,NA,4,1,4,4,4,4,NA,2.5,3.5
15507,4,NA,4,0,4,1,1,4,4,1,4,NA,4,1,1,1,2.5714285714285716,2.2857142857142856
15509,4,4,4,4,4,1,4,4,4,4,4,NA,4,4,4,4,3.625,4
15511,1,4,1,4,0,NA,4,NA,1,NA,1,1,1,1,1,1,2.3333333333333335,1
15515,NA,4,4,4,1,0,4,NA,4,NA,4,NA,NA,1,NA,4,2.8333333333333335,3.25
15516,4,1,4,4,4,4,NA,1,4,1,0,4,4,4,1,4,3.142857142857143,2.75
15517,NA,4,4,4,4,4,4,4,1,NA,1,0,4,4,NA,4,4,2.3333333333333335
15518,1,NA,NA,4,4,1,4,0,0,1,1,4,4,4,4,NA,2.3333333333333335,2.5714285714285716
15520,4,4,0,1,NA,0,4,0,1,NA,NA,4,NA,1,NA,4,1.8571428571428572,2.5
15522,1,4,1,NA,NA,1,4,4,NA,1,NA,4,NA,NA,4,NA,2.5,3
15523,NA,1,4,NA,NA,4,1,1,NA,4,4,1,4,0,4,4,2.2,3
15525,2,4,1,NA,NA,1,NA,4,1,4,4,NA,1,1,1,1,2.4,1.8571428571428572
15528,NA,4,4,4,4,NA,4,4,4,4,4,1,1,0,4,4,4,2.75
15531,1,4,4,NA,1,4,0,4,4,1,0,4,4,4,4,NA,2.5714285714285716,3
15532,NA,4,4,NA,4,1,4,NA,NA,1,4,4,NA,1,2,4,3.4,2.6666666666666665
15535,NA,NA,1,0,0,NA,4,4,4,4,4,0,NA,NA,2,4,1.8,3
15539,1,1,1,4,NA,2,1,4,4,4,4,4,4,4,4,4,2,4
15541,0,1,NA,0,4,1,4,4,2,4,NA,4,4,NA,4,4,2,3.6666666666666665
15543,4,4,NA,2,1,1,4,2,0,4,1,1,NA,NA,1,NA,2.5714285714285716,1.4
15544,1,1,1,1,1,4,1,1,NA,4,NA,1,4,0,1,1,1.375,1.8333333333333333
15546,NA,1,4,4,1,NA,1,0,0,1,1,4,1,1,4,4,1.8333333333333333,2
15549,1,4,NA,NA,4,4,4,1,4,NA,4,4,4,NA,4,4,3,4
15550,4,4,4,0,4,1,0,1,0,1,4,1,0,1,4,4,2.25,1.875
15551,1,4,1,4,4,4,1,4,NA,4,1,2,1,1,NA,1,2.875,1.6666666666666667
15555,4,NA,4,4,0,4,NA,4,NA,4,1,4,4,NA,4,4,3.3333333333333335,3.5
15556,0,1,4,4,4,1,2,4,1,NA,1,4,4,NA,4,NA,2.5,2.8
15558,4,1,4,4,4,NA,NA,4,4,0,NA,4,1,1,4,4,3.5,2.5714285714285716
15561,NA,0,4,4,0,0,1,1,4,1,1,NA,NA,1,1,NA,1.4285714285714286,1.6
15563,4,0,NA,1,1,4,4,1,4,4,1,4,4,4,1,4,2.142857142857143,3.25
15564,4,0,1,NA,1,1,NA,2,0,4,4,4,1,4,1,4,1.5,2.75
15565,NA,4,4,4,NA,1,0,4,4,4,4,1,4,4,NA,1,2.8333333333333335,3.142857142857143
15566,1,4,1,NA,NA,NA,4,1,NA,0,NA,4,NA,4,1,0,2.2,1.8
15568,NA,NA,4,1,NA,4,4,0,1,1,4,4,4,4,NA,4,2.6,3.142857142857143
15572,4,1,1,4,4,4,4,4,4,1,NA,2,0,4,0,NA,3.25,1.8333333333333333
15573,4,4,4,4,4,4,4,1,4,4,0,4,1,4,4,4,3.625,3.125
15574,NA,4,1,4,1,1,4,1,NA,1,4,NA,4,NA,NA,NA,2.2857142857142856,3
15575,NA,1,NA,4,NA,4,4,1,4,NA,4,NA,1,4,4,4,2.8,3.5
15577,1,4,NA,4,NA,4,1,1,4,NA,NA,4,0,4,1,1,2.5,2.3333333333333335
15578,NA,1,1,4,4,1,1,1,1,4,4,4,4,4,1,4,1.8571428571428572,3.25
15583,NA,0,4,4,4,4,4,4,4,NA,4,1,4,4,4,1,3.4285714285714284,3.142857142857143
15585,0,4,4,4,4,1,1,1,1,1,1,1,0,NA,1,NA,2.375,0.8333333333333334
15586,4,0,NA,4,4,1,0,4,1,4,4,1,NA,1,4,4,2.4285714285714284,2.7142857142857144
15587,4,1,4,1,NA,NA,4,4,1,1,1,4,NA,1,NA,4,3,2
15588,4,1,NA,4,NA,1,NA,0,4,4,NA,0,NA,4,4,4,2,3.3333333333333335
15592,4,0,4,2,NA,4,NA,1,1,4,NA,1,1,NA,1,4,2.5,2
15593,1,NA,0,1,1,1,NA,0,4,1,NA,1,4,NA,4,1,0.6666666666666666,2.5
15594,4,NA,4,2,4,4,1,4,1,4,4,4,4,4,1,4,3.2857142857142856,3.25
15595,1,4,4,1,1,4,1,4,NA,1,1,NA,1,NA,4,1,2.5,1.6
15596,4,4,4,4,4,4,1,4,4,4,NA,4,4,0,0,NA,3.625,2.6666666666666665
15598,4,4,0,4,4,1,1,NA,4,NA,4,0,2,4,1,4,2.5714285714285716,2.7142857142857144
15600,4,4,4,4,4,1,0,1,NA,4,4,4,4,NA,NA,NA,2.75,4
15602,4,1,1,NA,1,1,4,NA,4,0,NA,NA,1,1,4,1,2,1.8333333333333333
15604,1,4,0,4,1,4,1,4,NA,4,4,4,1,4,4,4,2.375,3.5714285714285716
15607,4,NA,4,1,4,1,4,0,4,4,4,4,0,1,4,NA,2.5714285714285716,3
15611,4,4,4,NA,1,4,NA,1,4,1,4,NA,1,1,4,4,3,2.7142857142857144
15612,NA,4,4,4,0,1,4,1,NA,0,4,4,1,4,4,4,2.5714285714285716,3
15613,1,NA,NA,4,4,4,0,4,1,1,1,1,4,4,4,4,2.8333333333333335,2.5
15614,NA,1,2,0,4,NA,1,1,4,1,1,4,0,4,1,4,1.5,2.375
15620,4,4,NA,4,4,4,1,1,NA,4,4,4,1,NA,4,4,3.142857142857143,3.5
15622,4,NA,0,NA,4,4,4,NA,0,NA,1,1,4,4,4,1,3.2,2.142857142857143
15625,NA,NA,0,1,4,NA,1,4,NA,4,2,NA,4,4,1,4,2,3.1666666666666665
15626,4,NA,4,0,1,1,4,NA,NA,NA,4,4,4,4,4,4,2.3333333333333335,4
15627,NA,NA,4,4,1,4,2,4,4,4,4,1,1,1,NA,1,3.1666666666666665,2.2857142857142856
15628,4,0,0,1,4,4,4,NA,NA,4,NA,NA,NA,NA,1,NA,2.4285714285714284,2.5
15629,NA,1,4,4,4,4,4,4,NA,4,4,4,4,1,1,1,3.5714285714285716,2.7142857142857144
15630,1,4,NA,4,0,NA,4,4,4,1,1,1,4,NA,2,NA,2.8333333333333335,2.1666666666666665
15631,NA,NA,4,NA,4,1,4,4,1,4,1,4,2,1,1,NA,3.4,2
15635,1,4,NA,NA,4,0,4,NA,4,0,NA,4,4,1,0,NA,2.6,2.1666666666666665
15636,4,NA,4,4,1,1,4,1,NA,4,NA,4,NA,4,4,4,2.7142857142857144,4
15639,4,1,1,1,4,4,4,4,4,NA,4,NA,NA,4,NA,4,2.875,4
15641,4,4,4,4,2,4,4,4,4,0,NA,NA,NA,NA,4,4,3.75,3
15642,1,4,1,1,NA,1,4,4,4,NA,4,1,4,4,4,4,2.2857142857142856,3.5714285714285716
15643,4,1,4,4,4,1,0,NA,4,2,4,NA,4,4,4,1,2.5714285714285716,3.2857142857142856
15644,4,NA,NA,NA,1,4,4,4,NA,NA,4,1,1,4,4,1,3.4,2.5
15645,1,NA,1,4,NA,4,4,2,2,4,NA,1,4,4,1,0,2.6666666666666665,2.2857142857142856
15646,4,1,NA,NA,NA,1,1,1,1,4,4,NA,1,NA,1,4,1.6,2.5
15648,4,4,1,4,NA,1,NA,1,4,4,1,1,4,NA,4,1,2.5,2.7142857142857144
15649,0,NA,NA,4,1,NA,4,1,4,4,4,4,4,4,NA,4,2,4
15650,4,4,4,NA,4,2,4,0,4,NA,4,1,1,4,4,4,3.142857142857143,3.142857142857143
15651,4,4,0,1,1,1,4,4,0,1,4,1,NA,4,1,NA,2.375,1.8333333333333333
15652,1,NA,4,NA,4,4,1,0,0,4,NA,1,2,4,NA,4,2.3333333333333335,2.5
15653,1,1,4,4,4,4,1,NA,0,4,NA,2,1,NA,1,4,2.7142857142857144,2
15654,4,4,4,NA,4,1,NA,4,4,2,1,1,4,4,0,NA,3.5,2.2857142857142856
15657,1,NA,4,4,NA,1,4,4,4,1,NA,1,1,NA,4,4,3,2.5
15662,1,4,1,NA,1,4,1,4,2,4,4,4,4,NA,4,1,2.2857142857142856,3.2857142857142856
15665,4,4,4,NA,0,2,4,NA,4,NA,1,4,4,4,4,0,3,3
15670,4,4,1,1,4,0,4,NA,0,1,0,NA,NA,NA,NA,4,2.5714285714285716,1.25
15671,4,4,NA,2,4,NA,1,4,NA,4,4,1,4,0,4,2,3.1666666666666665,2.7142857142857144
15672,4,1,1,NA,4,1,NA,4,1,4,NA,0,1,4,1,NA,2.5,1.8333333333333333
15675,4,4,4,4,NA,0,4,0,NA,NA,NA,1,4,NA,4,NA,2.857142857142857,3
15676,4,4,1,NA,NA,1,4,4,4,NA,4,4,1,1,4,4,3,3.142857142857143
15678,4,0,4,4,4,4,0,1,4,NA,NA,1,4,NA,4,NA,2.625,3.25
15680,4,1,NA,0,4,4,NA,4,1,0,4,4,4,4,1,NA,2.8333333333333335,2.5714285714285716
15681,0,4,4,4,4,NA,1,2,4,4,NA,4,NA,4,0,1,2.7142857142857144,2.8333333333333335
15682,1,4,1,4,4,NA,4,1,4,1,4,1,NA,4,2,1,2.7142857142857144,2.4285714285714284
15683,NA,NA,4,1,2,1,4,1,4,NA,1,4,NA,1,1,1,2.1666666666666665,2
15687,0,4,NA,NA,NA,4,1,1,0,4,4,4,1,1,1,NA,2,2.142857142857143
15688,1,NA,4,4,NA,NA,NA,NA,0,1,1,4,0,1,4,4,3,1.875
15689,4,4,4,4,NA,NA,1,4,1,4,1,4,NA,1,0,NA,3.5,1.8333333333333333
15691,2,1,1,1,1,NA,4,4,4,1,NA,4,4,4,4,4,2,3.5714285714285716
15692,4,4,4,1,2,4,4,1,4,1,4,1,4,2,NA,0,3,2.2857142857142856
15694,NA,4,2,4,4,1,NA,1,1,4,0,1,4,4,NA,4,2.6666666666666665,2.5714285714285716
15695,1,1,4,4,1,1,NA,0,4,4,4,0,NA,NA,4,1,1.7142857142857142,2.8333333333333335
15696,4,1,4,NA,4,4,4,NA,NA,NA,NA,1,NA,1,1,4,3.5,1.75
15701,0,4,4,NA,4,NA,1,NA,1,NA,1,1,NA,1,1,4,2.6,1.5
15702,NA,1,2,4,1,NA,4,4,4,1,NA,4,4,1,NA,NA,2.6666666666666665,2.8
15703,4,NA,4,1,0,4,1,0,NA,4,4,1,4,4,1,1,2,2.7142857142857144
15704,1,1,4,4,NA,NA,0,NA,4,4,2,4,NA,4,4,4,2,3.7142857142857144
15705,1,4,NA,1,4,4,4,1,NA,4,1,0,NA,NA,4,4,2.7142857142857144,2.6
15706,1,0,4,4,1,4,NA,4,NA,NA,NA,0,4,1,4,4,2.5714285714285716,2.6
15707,1,4,NA,1,4,4,1,4,0,1,0,0,4,NA,4,1,2.7142857142857144,1.4285714285714286
15709,4,4,2,NA,4,NA,1,4,4,1,0,1,1,1,4,4,3.1666666666666665,2
15710,0,1,NA,4,4,4,1,0,4,1,0,4,1,4,4,2,2,2.5
15719,NA,0,1,4,1,1,4,NA,0,NA,NA,4,4,4,4,4,1.8333333333333333,3.3333333333333335
15720,4,4,4,4,1,NA,NA,1,4,4,4,1,1,4,4,4,3,3.25
15721,4,1,1,1,1,1,NA,NA,4,4,NA,4,NA,4,1,NA,1.5,3.4
15723,4,4,0,4,NA,0,1,1,1,NA,1,4,4,4,2,1,2,2.4285714285714284
15726,4,4,NA,4,NA,1,1,4,4,NA,1,1,4,4,4,1,3,2.7142857142857144
15728,0,NA,4,4,4,NA,4,4,4,4,NA,4,1,4,1,4,3.3333333333333335,3.142857142857143
15729,1,4,1,1,NA,1,NA,1,4,4,4,4,NA,4,1,4,1.5,3.5714285714285716
15731,4,4,4,1,4,0,1,4,1,1,4,4,NA,4,4,4,2.75,3.142857142857143
15736,4,1,NA,4,1,NA,1,4,NA,1,4,NA,4,4,1,4,2.5,3
15737,4,4,NA,1,4,4,4,NA,NA,1,4,4,1,4,4,1,3.5,2.7142857142857144
15738,1,NA,4,1,4,1,NA,0,4,4,NA,0,NA,4,4,NA,1.8333333333333333,3.2
15739,1,4,NA,1,2,4,4,1,1,4,NA,0,4,NA,4,NA,2.4285714285714284,2.6
15740,4,4,1,4,1,NA,4,NA,4,4,0,0,NA,NA,4,NA,3,2.4
15742,1,4,NA,NA,4,4,4,4,0,1,0,4,4,1,NA,1,3.5,1.5714285714285714
15745,1,NA,NA,4,1,2,NA,1,4,2,0,4,NA,1,4,0,1.8,2.142857142857143
15746,4,1,4,4,NA,4,4,4,4,1,4,4,4,2,1,1,3.5714285714285716,2.625
15747,1,1,4,NA,0,1,NA,4,0,1,NA,4,4,1,4,4,1.8333333333333333,2.5714285714285716
15751,1,NA,4,4,1,4,4,0,1,0,4,4,2,4,1,4,2.5714285714285716,2.5
15753,4,NA,1,1,1,NA,4,4,0,4,4,NA,4,4,4,4,2.5,3.4285714285714284
15754,NA,1,4,NA,NA,4,1,4,4,4,4,4,4,0,4,NA,2.8,3.4285714285714284
15755,0,NA,4,0,NA,4,NA,1,4,4,2,1,NA,4,1,1,1.8,2.4285714285714284
15756,4,NA,4,4,1,NA,1,4,4,4,4,4,0,4,1,4,3,3.125
15758,1,1,4,NA,4,4,4,NA,4,4,NA,1,4,4,4,0,3,3
15762,4,1,NA,4,4,1,1,4,1,4,4,4,1,1,4,1,2.7142857142857144,2.5
15765,NA,1,NA,1,NA,4,1,4,4,4,4,1,4,4,4,1,2.2,3.25
15767,NA,NA,0,0,4,NA,4,4,1,1,4,NA,NA,1,4,1,2.4,2
15768,NA,4,0,4,4,4,NA,NA,1,1,1,4,4,NA,1,4,3.2,2.2857142857142856
15769,2,NA,0,4,NA,NA,4,1,NA,4,4,1,NA,NA,4,NA,2.2,3.25
15770,NA,4,NA,4,4,0,4,4,1,4,1,1,NA,4,0,4,3.3333333333333335,2.142857142857143
15772,NA,0,4,1,NA,4,4,NA,NA,1,4,4,0,4,4,4,2.6,3
15773,NA,4,1,1,4,NA,NA,NA,2,4,4,4,1,4,4,0,2.5,2.875
15774,1,NA,4,1,1,NA,4,NA,4,NA,1,4,1,4,4,NA,2.2,3
15778,4,NA,4,1,4,1,4,4,1,4,4,2,4,NA,NA,NA,3.142857142857143,3
15779,4,4,4,4,4,1,NA,4,4,4,NA,1,1,4,1,2,3.5714285714285716,2.4285714285714284
15780,1,1,1,1,4,NA,NA,0,4,NA,1,4,0,1,1,4,1.3333333333333333,2.142857142857143
15784,0,4,4,4,1,1,4,4,NA,1,4,2,4,1,1,0,2.75,1.8571428571428572
15785,0,4,4,1,4,1,4,NA,4,1,4,4,1,4,4,4,2.5714285714285716,3.25
15786,4,4,1,1,NA,1,1,4,1,4,0,NA,0,4,4,NA,2.2857142857142856,2.1666666666666665
15788,1,4,4,NA,4,1,NA,4,4,4,1,NA,4,1,0,NA,3,2.3333333333333335
15790,1,NA,1,1,4,0,4,2,NA,4,4,NA,NA,NA,0,4,1.8571428571428572,3
15791,1,4,NA,NA,2,4,4,4,0,4,4,1,4,4,1,4,3.1666666666666665,2.75
15792,NA,0,0,4,4,4,NA,4,1,4,0,4,1,4,1,1,2.6666666666666665,2
15793,NA,1,4,NA,1,2,1,NA,4,4,1,NA,4,1,0,4,1.8,2.5714285714285716
15794,4,NA,1,4,4,NA,4,4,1,1,4,NA,4,0,NA,1,3.5,1.8333333333333333
15796,NA,4,0,1,1,1,1,NA,4,4,NA,NA,0,NA,1,NA,1.3333333333333333,2.25
15800,4,1,1,0,1,4,NA,1,NA,1,NA,4,4,1,4,1,1.7142857142857142,2.5
15802,NA,1,1,4,1,4,NA,4,1,1,0,4,NA,1,4,NA,2.5,1.8333333333333333
15803,NA,NA,1,NA,NA,1,2,1,1,1,4,NA,4,4,1,NA,1.25,2.5
15804,4,4,4,4,1,4,NA,NA,1,4,0,1,1,4,4,4,3.5,2.375
15805,1,4,4,1,4,4,1,NA,4,4,4,1,4,4,1,4,2.7142857142857144,3.25
15807,4,NA,NA,4,NA,4,1,1,1,4,0,NA,2,1,NA,1,2.8,1.5
15808,4,4,NA,4,4,4,4,4,1,4,1,4,NA,1,0,1,4,1.7142857142857142
15810,4,4,NA,0,NA,1,4,4,0,NA,4,4,NA,4,4,4,2.8333333333333335,3.3333333333333335
15811,4,0,4,1,4,4,1,0,4,NA,4,1,1,1,1,4,2.25,2.2857142857142856
15813,4,4,4,4,1,0,1,4,1,1,4,NA,1,4,NA,2,2.75,2.1666666666666665
15816,NA,4,1,1,NA,1,1,NA,4,NA,4,1,4,1,4,1,1.6,2.7142857142857144
15817,4,1,4,0,4,4,1,4,0,NA,NA,NA,1,4,4,0,2.75,1.8
